datetime,	activation,	dropout,	momentum,	minibatch_size,	n_epochs,	learning_rate,	optimizer,	n_layers,	units1,	units2,	units3,	units4,	units5,	units6,	training_r2,	test_r2
2018-03-27 18:12:25,	elu,	0.928343432959,	0.626569610892,	1018,	241,	0.304976212294,	RMSPropOptimizer,	2,	14.1804507357,	3.70442866353,	None,	None,	None,	None,	-0.641561168323,	-0.641561168323
2018-03-27 18:12:25,	relu,	0.454470380765,	0.831485356897,	6209,	322,	0.00131882841711,	AdamOptimizer,	5,	5.63204926426,	8.62152514411,	9.30132641839,	15.1325991732,	10.3646892066,	None,	-0.200660668089,	-0.200660668089
2018-03-27 18:12:25,	relu,	0.579470380765,	0.564069610892,	685,	347,	1.75868595957e-05,	GradientDescentOptimizer,	2,	9.98263520176,	9.12554516839,	None,	None,	None,	None,	-0.0175936753739,	-0.0175936753739
2018-03-27 18:12:25,	tanh,	0.0930626137743,	0.773292911863,	3692,	266,	0.00475583886202,	AdamOptimizer,	5,	11.0531657691,	10.3942858479,	4.29457938455,	10.7309001441,	12.2396892066,	None,	-0.170911177094,	-0.170911177094
2018-03-27 18:12:25,	elu,	0.829470380765,	0.891496795358,	242,	216,	0.000312743503062,	RMSPropOptimizer,	1,	4.37228363926,	None,	None,	None,	None,	None,	-0.250108645085,	-0.250108645085
2018-03-27 18:12:25,	tanh,	0.329470380765,	0.689069610892,	1305,	298,	0.0723212570686,	GradientDescentOptimizer,	4,	13.515297899,	1.79415863926,	2.18852348021,	7.28393916878,	None,	None,	-0.615579701981,	-0.615579701981
2018-03-27 18:12:25,	elu,	0.782595380765,	0.774844661952,	642,	251,	8.87796229888e-05,	AdamOptimizer,	2,	1.77951020176,	4.87630366353,	None,	None,	None,	None,	-0.371511916944,	-0.371511916944
2018-03-27 18:12:25,	tanh,	0.282595380765,	0.525007110892,	3459,	332,	0.0205300953457,	GradientDescentOptimizer,	5,	3.99142426426,	13.7263491732,	10.2693179232,	3.93402514411,	15.0007632357,	None,	-0.680495405529,	-0.680495405529
2018-03-27 18:12:25,	elu,	0.532595380765,	0.650007110892,	227,	382,	0.00157874975592,	GradientDescentOptimizer,	3,	13.9314272982,	6.01410326911,	9.49175610589,	None,	None,	None,	-0.87198483492,	-0.87198483492
2018-03-27 18:12:25,	relu,	0.059779846784,	0.852434295358,	1223,	285,	0.365082458395,	RMSPropOptimizer,	6,	15.1325991732,	14.4148257357,	9.34527173089,	8.26009272603,	8.70941576911,	6.02755707676,	-0.821179218132,	-0.821179218132
2018-03-27 18:12:25,	relu,	0.907595380765,	0.712507110892,	382,	226,	0.00569314350918,	GradientDescentOptimizer,	1,	11.698891649,	None,	None,	None,	None,	None,	-0.130550422024,	-0.130550422024
2018-03-27 18:12:25,	tanh,	0.407595380765,	0.914934295358,	2057,	307,	2.10529663554e-05,	RMSPropOptimizer,	4,	14.1396987906,	12.402016649,	10.9577944857,	11.1335757357,	None,	None,	-0.515309595045,	-0.515309595045
2018-03-27 18:12:25,	elu,	0.657595380765,	0.796730411863,	1017,	357,	0.0865746942235,	AdamOptimizer,	3,	9.32584477397,	11.435219774,	7.61675610589,	None,	None,	None,	-0.995537756058,	-0.995537756058
2018-03-27 18:12:25,	relu,	0.171187613774,	0.587507110892,	5818,	276,	0.000374380565901,	GradientDescentOptimizer,	5,	12.1548086008,	1.98647001219,	2.32150238926,	5.80902514411,	13.1257632357,	None,	-0.428518589171,	-0.428518589171
2018-03-27 18:12:25,	tanh,	0.931596209951,	0.771594717717,	175,	238,	0.177783301246,	GradientDescentOptimizer,	4,	14.6052554232,	11.464516649,	10.0202944857,	4.83221684353,	None,	None,	-0.520300053654,	-0.520300053654
2018-03-27 18:12:25,	relu,	0.470095380765,	0.556257110892,	979,	319,	0.000768799861496,	AdamOptimizer,	1,	1.79415863926,	None,	None,	None,	None,	None,	-0.688534678979,	-0.688534678979
2018-03-27 18:12:25,	relu,	0.720095380765,	0.681257110892,	495,	369,	0.0135269034354,	RMSPropOptimizer,	5,	12.0508280794,	4.63715014411,	4.14498908341,	4.87152514411,	12.2219536077,	None,	-0.742393305674,	-0.742393305674
2018-03-27 18:12:25,	elu,	0.233687613774,	0.883684295358,	2668,	285,	4.3232793292e-05,	GradientDescentOptimizer,	3,	8.38834477397,	6.95160326911,	4.15255707676,	None,	None,	None,	-0.434238587418,	-0.434238587418
2018-03-27 18:12:25,	tanh,	0.845095380765,	0.743757110892,	787,	213,	0.00277237600508,	RMSPropOptimizer,	5,	6.80392426426,	12.7888491732,	9.53570141839,	6.74652514411,	14.0632632357,	None,	-0.810615660425,	-0.810615660425
2018-03-27 18:12:25,	relu,	0.345095380765,	0.946184295358,	4487,	294,	0.412072347068,	AdamOptimizer,	2,	14.4148257357,	2.06380366353,	None,	None,	None,	None,	-0.15988704902,	-0.15988704902
2018-03-27 18:12:25,	tanh,	0.595095380765,	0.827980411863,	294,	344,	0.000182311177647,	GradientDescentOptimizer,	6,	4.37228363926,	3.65451020176,	4.65777173089,	7.32259272603,	15.068032274,	9.49175610589,	-0.0326786498107,	-0.0326786498107
2018-03-27 18:12:25,	elu,	0.108687613774,	0.618757110892,	1586,	263,	0.042159064588,	AdamOptimizer,	3,	3.17111176426,	12.372719774,	12.3042561059,	None,	None,	None,	-0.530641099397,	-0.530641099397
2018-03-27 18:12:25,	relu,	0.0774376137743,	0.930559295358,	335,	338,	0.491286851478,	GradientDescentOptimizer,	2,	13.8781107021,	7.22005366353,	None,	None,	None,	None,	-0.0542439606797,	-0.0542439606797
2018-03-27 18:12:25,	elu,	0.563845380765,	0.728132110892,	1806,	257,	0.0043354798348,	RMSPropOptimizer,	5,	13.5624617681,	15.1325991732,	11.6755679232,	14.4294741732,	8.45919770176,	None,	-0.955455319509,	-0.955455319509
2018-03-27 18:12:25,	tanh,	0.313845380765,	0.603132110892,	896,	291,	0.0604144695041,	AdamOptimizer,	1,	7.48014164897,	None,	None,	None,	None,	None,	-0.851698770911,	-0.851698770911
2018-03-27 18:12:25,	relu,	0.813845380765,	0.817905214763,	5109,	388,	0.000253341374716,	RMSPropOptimizer,	4,	10.468422899,	13.4463982635,	9.55154448574,	2.61420055049,	None,	None,	-0.128656387074,	-0.128656387074
2018-03-27 18:12:25,	relu,	0.202437613774,	0.540632110892,	564,	313,	0.00110169986552,	AdamOptimizer,	3,	2.70236176426,	3.67035326911,	7.22992358161,	None,	None,	None,	-0.655206967564,	-0.655206967564
2018-03-27 18:12:25,	elu,	0.688845380765,	0.772579098672,	3038,	232,	0.254765705464,	GradientDescentOptimizer,	6,	14.6638491732,	11.1335757357,	8.87652173089,	2.24826020176,	1.88204926426,	14.6480061059,	-0.124847190535,	-0.124847190535
2018-03-27 18:12:25,	tanh,	0.438845380765,	0.868059295358,	199,	279,	6.19531362339e-05,	GradientDescentOptimizer,	2,	12.3568767066,	12.4372866732,	None,	None,	None,	None,	-0.413290336354,	-0.413290336354
2018-03-27 18:12:25,	relu,	0.934375314325,	0.665632110892,	1074,	363,	0.0124390368533,	RMSPropOptimizer,	4,	5.04730639411,	14.6638491732,	4.33431147603,	7.11870923089,	None,	None,	-0.389878842815,	-0.389878842815
2018-03-27 18:12:25,	elu,	0.264937613774,	0.961809295358,	971,	325,	3.01691654281e-05,	RMSPropOptimizer,	6,	3.90353363926,	7.66937670661,	6.06402173089,	14.8835757357,	9.95570835096,	3.68380707676,	-0.585430093299,	-0.585430093299
2018-03-27 18:12:25,	relu,	0.751345380765,	0.759382110892,	6626,	244,	0.00815834621281,	AdamOptimizer,	3,	13.4626772982,	13.778969774,	4.62130707676,	None,	None,	None,	-0.657828626038,	-0.657828626038
2018-03-27 18:12:25,	elu,	0.501345380765,	0.634382110892,	435,	289,	0.000536492056988,	GradientDescentOptimizer,	5,	6.33517426426,	4.16840014411,	5.52083491353,	13.4919741732,	5.64669770176,	None,	-0.178820803712,	-0.178820803712
2018-03-27 18:12:25,	tanh,	0.933384215716,	0.843605411863,	2342,	375,	0.124062625087,	AdamOptimizer,	2,	5.99826020176,	9.82867016839,	None,	None,	None,	None,	-0.219980936231,	-0.219980936231
2018-03-27 18:12:25,	tanh,	0.594078997269,	0.81286360361,	728,	301,	4.27298510511e-05,	GradientDescentOptimizer,	5,	3.74180351183,	6.73127939169,	9.08219717081,	12.3353449257,	13.3753839882,	None,	-0.217486335505,	-0.217486335505
2018-03-27 18:12:25,	elu,	0.107671230279,	0.610436419144,	3707,	222,	0.0115550070262,	RMSPropOptimizer,	2,	5.51426444933,	2.78217441596,	None,	None,	None,	None,	-0.605225897787,	-0.605225897787
2018-03-27 18:12:25,	relu,	0.844078997269,	0.735436419144,	257,	272,	0.000759856143182,	AdamOptimizer,	6,	11.3978449257,	9.52913095419,	13.1105174833,	14.4300714882,	3.27305351183,	14.1945018583,	-0.27486526158,	-0.27486526158
2018-03-27 18:12:25,	elu,	0.344078997269,	0.931067487106,	1319,	351,	0.175715085775,	GradientDescentOptimizer,	3,	8.84184902154,	10.2480990215,	2.49668632433,	None,	None,	None,	-0.192534291339,	-0.192534291339
2018-03-27 18:12:25,	tanh,	0.719078997269,	0.672936419144,	433,	326,	0.0416686134096,	AdamOptimizer,	4,	3.62581064169,	2.98127939169,	5.28705722846,	5.49332998331,	None,	None,	-0.06597413987,	-0.06597413987
2018-03-27 18:12:25,	relu,	0.227778253454,	0.868567487106,	2204,	247,	0.000180190287803,	GradientDescentOptimizer,	1,	2.48203788683,	None,	None,	None,	None,	None,	-0.790817909859,	-0.790817909859
2018-03-27 18:12:25,	relu,	0.93564125093,	0.775932414172,	954,	286,	0.449964936352,	GradientDescentOptimizer,	5,	12.2786735227,	11.8357448882,	4.36047060387,	11.4011080002,	12.274861829,	None,	-0.631852859526,	-0.631852859526
2018-03-27 18:12:25,	elu,	0.469078997269,	0.547936419144,	6235,	376,	0.00297496296021,	RMSPropOptimizer,	3,	3.62461601183,	8.57698251669,	14.1945018583,	None,	None,	None,	-0.0989271358239,	-0.0989271358239
2018-03-27 18:12:25,	tanh,	0.934400599211,	0.907629987106,	356,	276,	0.0138323259384,	RMSPropOptimizer,	6,	8.10703788683,	2.93613944933,	14.2823924833,	10.6939696065,	3.03867851183,	2.73106132433,	-0.908064913721,	-0.908064913721
2018-03-27 18:12:25,	relu,	0.515953997269,	0.711998919144,	1814,	354,	5.11512650486e-05,	AdamOptimizer,	3,	1.98399101183,	5.06135751669,	8.33512685831,	None,	None,	None,	-0.428556442728,	-0.428556442728
2018-03-27 18:12:25,	relu,	0.765953997269,	0.586998919144,	952,	304,	0.210345898814,	RMSPropOptimizer,	5,	5.85117851183,	12.1281058107,	10.0501886757,	3.21565439169,	10.076140132,	None,	-0.906200071355,	-0.906200071355
2018-03-27 18:12:25,	elu,	0.272030634183,	0.78942610361,	5131,	226,	0.000909612414334,	GradientDescentOptimizer,	2,	13.9055629223,	5.36029941596,	None,	None,	None,	None,	-0.267834035254,	-0.267834035254
2018-03-27 18:12:25,	tanh,	0.890953997269,	0.649498919144,	599,	286,	0.000215703096169,	RMSPropOptimizer,	5,	11.2722950167,	4.15315439169,	2.30625663683,	8.84065439169,	11.7556934542,	None,	-0.909351886201,	-0.909351886201
2018-03-27 18:12:25,	relu,	0.390953997269,	0.845129987106,	3051,	379,	0.0498808733541,	GradientDescentOptimizer,	2,	12.0544908927,	14.3275324257,	None,	None,	None,	None,	-0.808802382056,	-0.808802382056
2018-03-27 18:12:25,	relu,	0.640953997269,	0.970129987106,	211,	329,	0.00328016140184,	GradientDescentOptimizer,	4,	3.12656913683,	11.4492708965,	14.4886652382,	9.27382148817,	None,	None,	-0.838727375842,	-0.838727375842
2018-03-27 18:12:25,	elu,	0.154546230279,	0.774009021479,	1078,	251,	0.500530479459,	AdamOptimizer,	1,	10.2773958965,	None,	None,	None,	None,	None,	-0.831343934698,	-0.831343934698
2018-03-27 18:12:25,	elu,	0.828453997269,	0.876379987106,	739,	263,	0.00186791185721,	AdamOptimizer,	3,	10.0137240215,	4.22285865092,	5.07481132433,	None,	None,	None,	-0.658615153333,	-0.658615153333
2018-03-27 18:12:25,	tanh,	0.328453997269,	0.680748919144,	3956,	341,	0.431950567427,	GradientDescentOptimizer,	5,	12.8614940458,	3.21565439169,	4.22062694172,	2.27815439169,	12.3941651606,	None,	-0.746343105994,	-0.746343105994
2018-03-27 18:12:25,	elu,	0.578453997269,	0.555748919144,	274,	291,	0.000105040402912,	GradientDescentOptimizer,	1,	4.12266288683,	None,	None,	None,	None,	None,	-0.131074655207,	-0.131074655207
2018-03-27 18:12:25,	relu,	0.0920462302791,	0.771604832016,	1398,	213,	0.0242903654504,	RMSPropOptimizer,	4,	2.18906913683,	12.3867708965,	13.5511652382,	6.66520498331,	None,	None,	-0.904922355448,	-0.904922355448
2018-03-27 18:12:25,	relu,	0.924972360118,	0.618248919144,	163,	287,	0.115499123648,	GradientDescentOptimizer,	3,	14.4154230507,	13.2949740215,	13.0226268583,	None,	None,	None,	-0.317871477018,	-0.317871477018
2018-03-27 18:12:25,	tanh,	0.453453997269,	0.82067610361,	988,	366,	0.000442951706268,	RMSPropOptimizer,	6,	11.1634699257,	11.6175714882,	4.61234552646,	6.29659384492,	9.2040743073,	13.4913768583,	-0.248154445834,	-0.248154445834
2018-03-27 18:12:25,	elu,	0.703453997269,	0.938879987106,	462,	316,	0.00673589352949,	AdamOptimizer,	2,	3.87363944933,	1.50144291909,	None,	None,	None,	None,	-0.548046383675,	-0.548046383675
2018-03-27 18:12:25,	relu,	0.217046230279,	0.743248919144,	2352,	238,	2.49090049498e-05,	GradientDescentOptimizer,	5,	4.91367851183,	14.9134699257,	9.31657217081,	7.90315439169,	10.8181934542,	None,	-0.873988613054,	-0.873988613054
2018-03-27 18:12:25,	elu,	0.248296230279,	0.83630110361,	526,	360,	0.00063475536309,	RMSPropOptimizer,	4,	7.87505214654,	12.8555208965,	13.0824152382,	3.38395498331,	None,	None,	-0.19256943968,	-0.19256943968
2018-03-27 18:12:25,	relu,	0.734703997269,	0.633873919144,	2679,	281,	0.135090773317,	GradientDescentOptimizer,	1,	6.26252939169,	None,	None,	None,	None,	None,	-0.0140669168728,	-0.0140669168728
2018-03-27 18:12:25,	relu,	0.484703997269,	0.758873919144,	186,	232,	3.56949172052e-05,	GradientDescentOptimizer,	5,	12.429254848,	12.5697199257,	11.4564386757,	11.8361034208,	2.11582694933,	None,	-0.819873078469,	-0.819873078469
2018-03-27 18:12:25,	tanh,	0.921594630708,	0.954504987106,	982,	310,	0.00965262009954,	AdamOptimizer,	3,	10.0161291354,	11.8887240215,	9.74137685831,	None,	None,	None,	-0.788583875511,	-0.788583875511
2018-03-27 18:12:25,	elu,	0.123296230279,	0.696373919144,	312,	385,	0.428523940729,	GradientDescentOptimizer,	5,	7.25742851183,	4.62190439169,	6.23920566596,	11.1844043917,	3.99082694933,	None,	-0.227424747151,	-0.227424747151
2018-03-27 18:12:25,	relu,	0.609703997269,	0.892004987106,	1593,	288,	0.00267674117148,	AdamOptimizer,	2,	8.09238944933,	12.9212824257,	None,	None,	None,	None,	-0.804329562723,	-0.804329562723
2018-03-27 18:12:25,	relu,	0.359703997269,	0.77477422255,	836,	257,	0.034808399026,	RMSPropOptimizer,	6,	7.63828788683,	6.95100595419,	14.5472589882,	4.10801444933,	7.97161582853,	11.1476268583,	-0.548579675163,	-0.548579675163
2018-03-27 18:12:25,	tanh,	0.859703997269,	0.571373919144,	4506,	335,	0.000150524217756,	GradientDescentOptimizer,	3,	14.8841730507,	6.46760751669,	7.86637685831,	None,	None,	None,	-0.102813743178,	-0.102813743178
2018-03-27 18:12:25,	relu,	0.0743884632888,	0.80505110361,	241,	348,	0.0714799185308,	GradientDescentOptimizer,	2,	10.7010059542,	8.43766592081,	None,	None,	None,	None,	-0.950508158071,	-0.950508158071
2018-03-27 18:12:25,	elu,	0.547203997269,	0.602623919144,	1228,	269,	0.00030910524825,	RMSPropOptimizer,	5,	4.44492851183,	2.01328788683,	5.30170566596,	12.5697199257,	4.92832694933,	None,	-0.462489088458,	-0.462489088458
2018-03-27 18:12:25,	tanh,	0.297203997269,	0.727623919144,	682,	219,	0.497069434472,	AdamOptimizer,	4,	10.6875521465,	11.9180208965,	10.2699152382,	6.19645498331,	None,	None,	-0.0543279916471,	-0.0543279916471
2018-03-27 18:12:25,	relu,	0.797203997269,	0.923254987106,	3474,	298,	0.00470051252124,	GradientDescentOptimizer,	6,	10.8106137766,	9.76350595419,	3.99082694933,	12.7894464882,	15.4314634095,	7.88731132433,	-0.688878939744,	-0.688878939744
2018-03-27 18:12:25,	tanh,	0.185796230279,	0.665123919144,	989,	373,	7.33004057982e-05,	AdamOptimizer,	1,	15.1478449257,	None,	None,	None,	None,	None,	-0.313018429033,	-0.313018429033
2018-03-27 18:12:25,	elu,	0.672203997269,	0.860754987106,	5843,	285,	0.0169505599287,	GradientDescentOptimizer,	4,	8.81255214654,	13.4577001405,	12.1449152382,	11.6175714882,	None,	None,	-0.329819187046,	-0.329819187046
2018-03-27 18:12:25,	tanh,	0.422203997269,	0.771161444048,	405,	244,	0.00130348602378,	AdamOptimizer,	3,	7.87224328849,	5.53010751669,	12.5538768583,	None,	None,	None,	-0.00305359974205,	-0.00305359974205
2018-03-27 18:12:25,	relu,	0.922203997269,	0.540123919144,	2066,	323,	0.301428317098,	RMSPropOptimizer,	5,	12.3927440458,	13.5072199257,	14.2689386757,	11.3913059281,	3.05332694933,	None,	-0.398344371327,	-0.398344371327
2018-03-27 18:12:25,	elu,	0.367516497269,	0.772892443471,	218,	287,	0.0073698341372,	AdamOptimizer,	5,	4.32774101183,	11.7980236293,	6.85563467081,	4.73909189169,	4.57676444933,	None,	-0.877242221012,	-0.877242221012
2018-03-27 18:12:25,	relu,	0.867516497269,	0.551842669144,	1114,	377,	2.72532863233e-05,	GradientDescentOptimizer,	2,	11.2869434542,	13.9759699257,	None,	None,	None,	None,	-0.725482573717,	-0.725482573717
2018-03-27 18:12:25,	relu,	0.131108730279,	0.676842669144,	619,	327,	0.112071852023,	GradientDescentOptimizer,	6,	14.3275324257,	15.0160089882,	6.66520498331,	10.2675259785,	10.7168490215,	11.9679393583,	-0.763816870062,	-0.763816870062
2018-03-27 18:12:25,	tanh,	0.617516497269,	0.872473737106,	3151,	249,	0.000484639579247,	RMSPropOptimizer,	4,	6.58598964654,	3.09846689169,	4.93549472846,	8.45350898817,	None,	None,	-0.299755338389,	-0.299755338389
2018-03-27 18:12:25,	elu,	0.492516497269,	0.739342669144,	984,	274,	0.000114926155495,	AdamOptimizer,	4,	12.2109896465,	8.51958339654,	3.06049472846,	3.06047399372,	None,	None,	-0.11464449556,	-0.11464449556
2018-03-27 18:12:25,	relu,	0.930093626931,	0.934973737106,	5300,	352,	0.0265764243032,	RMSPropOptimizer,	2,	2.11582694933,	8.55485342081,	None,	None,	None,	None,	-0.0827510067305,	-0.0827510067305
2018-03-27 18:12:25,	relu,	0.256108730279,	0.811918856405,	368,	302,	0.00204370815991,	AdamOptimizer,	5,	12.2755565458,	6.37971689169,	12.2767511757,	6.61409189169,	2.70176444933,	None,	-0.505551906494,	-0.505551906494
2018-03-27 18:12:25,	tanh,	0.742516497269,	0.614342669144,	1874,	224,	0.472603081308,	GradientDescentOptimizer,	3,	15.0013605507,	10.3652865215,	7.09749032919,	None,	None,	None,	-0.714493986673,	-0.714493986673
2018-03-27 18:12:25,	relu,	0.430016497269,	0.78551985361,	477,	285,	0.00358886989067,	GradientDescentOptimizer,	1,	14.5619074257,	None,	None,	None,	None,	None,	-0.807223264114,	-0.807223264114
2018-03-27 18:12:25,	elu,	0.921795671197,	0.583092669144,	2430,	365,	0.462972913469,	AdamOptimizer,	4,	11.2734896465,	7.61723233853,	3.99799472846,	13.1410089882,	None,	None,	-0.577839776711,	-0.577839776711
2018-03-27 18:12:25,	tanh,	0.193608730279,	0.708092669144,	168,	315,	0.000236003736503,	RMSPropOptimizer,	3,	2.56992851183,	7.75667001669,	2.61387382433,	None,	None,	None,	-0.918553516523,	-0.918553516523
2018-03-27 18:12:25,	elu,	0.680016497269,	0.903723737106,	971,	236,	0.0545753524204,	GradientDescentOptimizer,	5,	12.3504547604,	7.31721689169,	15.0892511757,	3.80159189169,	3.63926444933,	None,	-0.344592463901,	-0.344592463901
2018-03-27 18:12:25,	relu,	0.305016497269,	0.770592669144,	283,	261,	0.230142352891,	RMSPropOptimizer,	2,	6.80332694933,	11.1634699257,	None,	None,	None,	None,	-0.57250637235,	-0.57250637235
2018-03-27 18:12:25,	elu,	0.805016497269,	0.966223737106,	1445,	340,	0.000995219504795,	GradientDescentOptimizer,	5,	7.04854724044,	9.19221689169,	6.12201816596,	5.67659189169,	5.51426444933,	None,	-0.291785154743,	-0.291785154743
2018-03-27 18:12:25,	tanh,	0.0767097430937,	0.847482592353,	776,	290,	0.0144541921154,	GradientDescentOptimizer,	3,	7.83004927874,	9.45249885957,	14.2537058669,	None,	None,	None,	-0.906757657983,	-0.906757657983
2018-03-27 18:12:25,	relu,	0.555016497269,	0.645592669144,	4087,	211,	5.59653055182e-05,	AdamOptimizer,	6,	3.77110038683,	4.45957694933,	11.3527049833,	6.1732926595,	2.68711601183,	3.08262382433,	-0.551882414732,	-0.551882414732
2018-03-27 18:12:25,	tanh,	0.648766497269,	0.919348737106,	877,	383,	0.000694494609095,	GradientDescentOptimizer,	5,	12.7443065458,	11.5359668917,	2.18906913683,	14.0931574257,	11.4041309542,	None,	-0.633290807234,	-0.633290807234
2018-03-27 18:12:25,	relu,	0.162358730279,	0.723717669144,	4654,	286,	0.160600372719,	RMSPropOptimizer,	3,	2.10117851183,	15.3619000973,	10.0929393583,	None,	None,	None,	-0.201853921174,	-0.201853921174
2018-03-27 18:12:25,	relu,	0.898766497269,	0.598717669144,	323,	255,	3.90543018816e-05,	AdamOptimizer,	4,	12.6797396465,	2.72773919853,	1.94004569933,	7.98475898817,	None,	None,	-0.589035195723,	-0.589035195723
2018-03-27 18:12:25,	elu,	0.398766497269,	0.80114485361,	1645,	333,	0.0105610649592,	GradientDescentOptimizer,	1,	10.6289583965,	None,	None,	None,	None,	None,	-0.547421521239,	-0.547421521239
2018-03-27 18:12:25,	tanh,	0.773766497269,	0.536217669144,	192,	358,	0.473473782169,	AdamOptimizer,	6,	14.7962824257,	10.7972589882,	7.13395498331,	4.45957694933,	14.8249185115,	9.17637382433,	-0.658955170787,	-0.658955170787
2018-03-27 18:12:25,	relu,	0.273766497269,	0.770262139936,	978,	280,	0.00292865948305,	GradientDescentOptimizer,	3,	7.68072079902,	2.80430351183,	5.89512382433,	None,	None,	None,	-0.607625208891,	-0.607625208891
2018-03-27 18:12:25,	relu,	0.942213099211,	0.858493041946,	543,	230,	0.0380843500984,	GradientDescentOptimizer,	5,	4.79649101183,	5.91096689169,	9.93300117567,	9.89534189169,	9.52913095419,	None,	-0.200570735921,	-0.200570735921
2018-03-27 18:12:25,	elu,	0.523766497269,	0.661217669144,	2767,	308,	0.000164690625473,	RMSPropOptimizer,	2,	3.52207694933,	6.41498691596,	None,	None,	None,	None,	-0.12752701157,	-0.12752701157
2018-03-27 18:12:25,	relu,	0.711266497269,	0.950598737106,	419,	371,	0.018545841715,	RMSPropOptimizer,	3,	10.1309115215,	14.5840365215,	3.08262382433,	None,	None,	None,	-0.734023536683,	-0.734023536683
2018-03-27 18:12:25,	tanh,	0.224858730279,	0.754967669144,	2134,	288,	8.01989863047e-05,	GradientDescentOptimizer,	6,	4.23985038683,	7.53694345419,	9.94645498331,	13.2778539513,	8.57698251669,	10.5616893583,	-0.719822250586,	-0.719822250586
2018-03-27 18:12:25,	elu,	0.925911385015,	0.629967669144,	990,	243,	0.329796884636,	RMSPropOptimizer,	2,	14.0785089882,	3.60248691596,	None,	None,	None,	None,	-0.0896321877514,	-0.0896321877514
2018-03-27 18:12:25,	relu,	0.461266497269,	0.828087298645,	6036,	321,	0.00142616206052,	AdamOptimizer,	5,	5.73399101183,	8.72346689169,	9.19938467081,	15.0306574257,	10.4666309542,	None,	-0.742105035664,	-0.742105035664
2018-03-27 18:12:25,	relu,	0.586266497269,	0.567467669144,	705,	346,	1.90181767344e-05,	GradientDescentOptimizer,	2,	10.0845769493,	9.02360342081,	None,	None,	None,	None,	-0.0948314911961,	-0.0948314911961
2018-03-27 18:12:25,	tanh,	0.0998587302791,	0.76989485361,	3589,	268,	0.00514289566628,	AdamOptimizer,	5,	11.1551075167,	10.4962275955,	4.3582113943,	10.8328418917,	12.3416309542,	None,	-0.771708032226,	-0.771708032226
2018-03-27 18:12:25,	elu,	0.836266497269,	0.888098737106,	249,	218,	0.000338196321032,	RMSPropOptimizer,	1,	4.47422538683,	None,	None,	None,	None,	None,	-0.54347108796,	-0.54347108796
2018-03-27 18:12:25,	tanh,	0.336266497269,	0.692467669144,	1269,	297,	0.0782071660435,	GradientDescentOptimizer,	4,	13.6172396465,	1.89610038683,	2.22353541306,	7.1819974212,	None,	None,	-0.134368054343,	-0.134368054343
2018-03-27 18:12:25,	relu,	0.789391497269,	0.774399294293,	660,	252,	9.60050059663e-05,	AdamOptimizer,	2,	1.88145194933,	4.77436191596,	None,	None,	None,	None,	-0.516042358385,	-0.516042358385
2018-03-27 18:12:25,	tanh,	0.289391497269,	0.528405169144,	3363,	330,	0.022200949495,	GradientDescentOptimizer,	5,	4.09336601183,	13.6244074257,	10.1673761757,	4.03596689169,	14.8988214882,	None,	-0.345900945972,	-0.345900945972
2018-03-27 18:12:25,	elu,	0.539391497269,	0.653405169144,	233,	380,	0.0017072372537,	GradientDescentOptimizer,	3,	13.8294855507,	6.11604501669,	9.38981435831,	None,	None,	None,	-0.732506596138,	-0.732506596138
2018-03-27 18:12:25,	relu,	0.0665759632888,	0.849036237106,	1189,	286,	0.394794913702,	RMSPropOptimizer,	6,	15.0306574257,	14.3128839882,	9.24332998331,	8.15815097846,	8.81135751669,	6.12949882433,	-0.73772958626,	-0.73772958626
2018-03-27 18:12:25,	relu,	0.914391497269,	0.715905169144,	392,	227,	0.00615648341551,	GradientDescentOptimizer,	1,	11.8008333965,	None,	None,	None,	None,	None,	-0.663204334802,	-0.663204334802
2018-03-27 18:12:25,	tanh,	0.414391497269,	0.911536237106,	1999,	305,	2.2766374676e-05,	RMSPropOptimizer,	4,	14.1564015952,	12.5039583965,	10.8558527382,	11.0316339882,	None,	None,	-0.379504537303,	-0.379504537303
2018-03-27 18:12:25,	elu,	0.664391497269,	0.79333235361,	1011,	355,	0.0936206277482,	AdamOptimizer,	3,	9.42778652154,	11.5371615215,	7.51481435831,	None,	None,	None,	-0.603729987831,	-0.603729987831
2018-03-27 18:12:25,	relu,	0.177983730279,	0.590905169144,	5656,	277,	0.000404849753276,	GradientDescentOptimizer,	5,	12.0697462734,	2.08841175976,	2.42344413683,	5.91096689169,	13.0238214882,	None,	-0.239568839089,	-0.239568839089
2018-03-27 18:12:25,	tanh,	0.933640209052,	0.768196659464,	180,	240,	0.192252302073,	GradientDescentOptimizer,	4,	14.5033136757,	11.5664583965,	9.91835273817,	4.73027509596,	None,	None,	-0.088256834,	-0.088256834
2018-03-27 18:12:25,	relu,	0.476891497269,	0.559655169144,	952,	318,	0.000831369100308,	AdamOptimizer,	1,	1.89610038683,	None,	None,	None,	None,	None,	-0.318017142734,	-0.318017142734
2018-03-27 18:12:25,	relu,	0.726891497269,	0.684655169144,	509,	368,	0.0146277986018,	RMSPropOptimizer,	5,	12.1527698269,	4.73909189169,	4.08094797294,	4.97346689169,	12.3198380884,	None,	-0.212672554192,	-0.212672554192
2018-03-27 18:12:25,	elu,	0.240483730279,	0.880286237106,	2593,	287,	4.67513201589e-05,	GradientDescentOptimizer,	3,	8.49028652154,	7.05354501669,	4.25449882433,	None,	None,	None,	-0.431372217759,	-0.431372217759
